source_file,task,method,silhouette,nmi,ari,purity,n_clusters
hard_all_results_metrics.csv,hard,HARD_FUSED_BetaVAE(β=1.0)+KMeans,0.0036708733532577,0.2700169698793274,0.177921403120249,0.3703703703703703,10
hard_all_results_metrics.csv,hard,HARD_FUSED_BetaVAE(β=4.0)+KMeans,0.0351048745214939,0.2322309670955379,0.1274285533997794,0.3463463463463463,10
hard_all_results_metrics.csv,hard,BASE_DirectSpectralStats+KMeans,0.0656569227576255,0.2037985712482749,0.115511877841111,0.3123123123123123,10
hard_all_results_metrics.csv,hard,BASE_PCA(32)+KMeans on spectral stats,-0.0093754176050424,0.1931549555338683,0.1009276181738964,0.3243243243243243,10
hard_all_results_metrics.csv,hard,BASE_AE(audio_z)+KMeans,0.0486539602279663,0.1759625128479218,0.1050382157020568,0.3103103103103103,10
hard_all_results_metrics.csv,hard,HARD_FUSED_BetaVAE(β=8.0)+KMeans,-0.0597244389355182,0.1215015513723464,0.0586750259335331,0.2382382382382382,10
