epoch,loss
1,0.7511302998235395
2,0.4818315843681435
3,0.42317792269083354
4,0.39228431905831423
5,0.3770590921839675
6,0.36531718724124784
7,0.3534430309279903
8,0.3471915796473697
9,0.3396546467765793
10,0.3365632233557639
